item,code,binlabel,codelabel,time,spoint,dura,flag,enable,bini_1,bini_2,bini_3,bini_4,bini_5,bini_6,bini_7,bini_8,bini_9,bini_10,bini_11,bini_12,bini_13,bepoch,channel,bvtime,bvmknum,visible
886,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,902.616,451309,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,289,0,,896,
892,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,908.226,454114,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,291,0,,902,
898,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,912.356,456179,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,293,0,,914,
904,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,917.968,458985,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,295,0,,920,
910,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,924.216,462109,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,297,0,,926,
916,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,930.456,465229,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,299,0,,932,
922,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,936.574,468288,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,301,0,,938,
928,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,942.614,471308,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,303,0,,944,
934,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,948.282,474142,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,305,0,,950,
940,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,954.75,477376,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,307,0,,956,
946,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,960.156,480079,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,309,0,,962,
952,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,966.23,483116,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,311,0,,968,
959,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,972.492,486247,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,313,0,,980,
965,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,979.196,489599,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,315,0,,986,
972,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,983.928,491965,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,317,0,,992,
978,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,990.034,495018,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,319,0,,998,
984,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,993.754,496878,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,321,0,,1004,
990,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1000.024,500013,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,323,0,,1010,
997,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1005.496,502749,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,325,0,,1016,
1003,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1011.326,505664,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,327,0,,1022,
1010,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1017.974,508988,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,329,0,,1028,
1016,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1024.81,512406,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,331,0,,1034,
1022,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1031.294,515648,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,333,0,,1040,
1028,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1037.518,518760,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,335,0,,1046,
1034,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1044.276,522139,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,337,0,,1052,
1040,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1050.04,525021,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,339,0,,1058,
1046,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1056.192,528097,2,1,1,1,4,5,8,10,13,18,23,28,30,35,42,143,341,0,,1064,
1052,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1062.484,531243,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,343,0,,1070,
1058,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1068.876,534439,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,345,0,,1076,
1064,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1075.654,537828,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,347,0,,1082,
1070,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1081.962,540982,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,349,0,,1088,
1079,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1093.982,546992,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,351,0,,1100,
1085,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1097.48,548741,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,353,0,,1106,
1091,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1101.492,550747,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,355,0,,1112,
1097,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1108.886,554444,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,357,0,,1118,
1103,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1115.624,557813,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,359,0,,1124,
1109,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1122.228,561115,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,361,0,,1130,
1115,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1128.292,564147,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,363,0,,1136,
1119,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1131.352,565677,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,364,0,,1142,
1125,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1135.436,567719,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,366,0,,1148,
1131,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1142.108,571055,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,368,0,,1154,
1137,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1144.686,572344,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,370,0,,1160,
1143,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1149.154,574578,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,372,0,,1166,
1154,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1160.364,580183,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,375,0,,1178,
1157,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1162.932,581467,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,376,0,,1184,
1162,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1166.762,583382,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,378,0,,1190,
1168,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1173.262,586632,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,380,0,,1196,
1174,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1179.748,589875,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,382,0,,1202,
1180,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1183.654,591828,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,384,0,,1208,
1187,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1188.886,594444,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,386,0,,1214,
1193,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1193.766,596884,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,388,0,,1220,
1199,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1200.42,600211,2,1,1,1,4,6,8,10,14,18,24,28,32,36,44,143,390,0,,1226,
1206,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1205.614,602808,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,392,0,,1232,
1212,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1212.874,606438,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,394,0,,1238,
1218,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1218.902,609452,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,396,0,,1244,
1224,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1224.706,612354,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,398,0,,1250,
1230,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1231.008,615505,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,400,0,,1256,
1236,82,"B1,3,6,7,9,14,17,22,25,31,34,47,143(AMLR_co_onset)",AMLR_co_onset,1236.512,618257,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,143,402,0,,1262,
1242,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1242.35,621176,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,404,0,,1268,
1248,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1248.394,624198,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,406,0,,1274,
1254,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1254.872,627437,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,408,0,,1280,
1260,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1261.724,630863,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,410,0,,1286,
1266,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1268.418,634210,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,412,0,,1292,
1272,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1275.742,637872,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,414,0,,1298,
1278,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1281.85,640926,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,416,0,,1304,
1284,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1287.554,643778,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,418,0,,1310,
1290,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1293.42,646711,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,420,0,,1316,
1297,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1298.572,649287,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,422,0,,1322,
1303,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1302.18,651091,2,1,1,1,3,5,8,9,13,18,21,26,30,33,46,144,424,0,,1328,
1309,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1309.26,654631,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,426,0,,1334,
1315,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1316.532,658267,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,428,0,,1340,
1321,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1322.83,661416,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,430,0,,1346,
1327,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1329.36,664681,2,1,1,1,3,6,8,9,14,18,22,26,32,34,48,144,432,0,,1352,
1333,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1332.706,666354,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,434,0,,1358,
1339,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1339.364,669683,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,436,0,,1364,
1345,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1345.576,672789,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,438,0,,1370,
1351,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1351.872,675937,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,440,0,,1376,
1357,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1355.558,677780,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,442,0,,1382,
1363,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1357.972,678987,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,444,0,,1388,
1369,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1365.058,682530,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,446,0,,1394,
1375,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1368.52,684261,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,448,0,,1400,
1381,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1375.638,687820,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,450,0,,1406,
1387,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1380.52,690261,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,452,0,,1412,
1393,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1387.472,693737,2,1,1,1,3,6,8,9,14,18,22,26,32,34,48,144,454,0,,1418,
1399,162,"B1,4,6,7,10,14,17,24,27,31,36,43,143(SMLR_co_onset)",SMLR_co_onset,1393.294,696648,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,143,456,0,,1424,
1405,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1400.198,700100,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,458,0,,1430,
1412,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1407.642,703822,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,460,0,,1436,
1418,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1411.718,705860,2,1,1,1,4,6,8,10,14,18,24,28,32,36,44,144,462,0,,1442,
1424,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1416.064,708033,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,464,0,,1448,
1430,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1423.202,711602,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,466,0,,1454,
1436,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1429.174,714588,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,468,0,,1460,
1442,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1435.754,717878,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,470,0,,1466,
1448,52,"B1,3,5,7,9,13,17,21,25,29,33,45,144(AMHP_co_onset)",AMHP_co_onset,1443.114,721558,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,144,472,0,,1472,
1454,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1450.502,725252,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,474,0,,1478,
1460,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1456.62,728311,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,144,476,0,,1484,
1466,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1462.882,731442,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,478,0,,1490,
1472,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1468.746,734374,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,480,0,,1496,
1478,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1475.148,737575,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,482,0,,1502,
1484,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1482.686,741344,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,484,0,,1508,
1490,92,"B1,4,5,8,10,13,18,23,28,30,35,42,144(SFHP_co_onset)",SFHP_co_onset,1489,744501,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,144,486,0,,1514,
1496,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1495.384,747693,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,488,0,,1520,
1502,72,"B1,3,5,7,9,13,17,21,25,29,33,45,143(AMLP_co_onset)",AMLP_co_onset,1502.56,751281,2,0,1,1,3,5,7,9,13,17,21,25,29,33,45,143,490,0,,1526,
1508,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1508.872,754437,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,492,0,,1532,
1514,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1515.37,757686,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,494,0,,1538,
1520,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1521.794,760898,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,496,0,,1544,
1526,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1527.93,763966,2,1,1,1,3,6,8,9,14,18,22,26,32,34,48,144,498,0,,1550,
1532,42,"B1,3,6,8,9,14,18,22,26,32,34,48,143(AFLR_co_onset)",AFLR_co_onset,1534.75,767376,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,143,500,0,,1556,
1538,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1540.806,770404,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,502,0,,1562,
1545,32,"B1,3,5,8,9,13,18,21,26,30,33,46,143(AFLP_co_onset)",AFLP_co_onset,1545.984,772993,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,143,504,0,,1568,
1551,122,"B1,4,6,8,10,14,18,24,28,32,36,44,143(SFLR_co_onset)",SFLR_co_onset,1552.306,776154,2,0,1,1,4,6,8,10,14,18,24,28,32,36,44,143,506,0,,1574,
1557,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1558.874,779438,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,508,0,,1580,
1563,12,"B1,3,5,8,9,13,18,21,26,30,33,46,144(AFHP_co_onset)",AFHP_co_onset,1565.844,782923,2,0,1,1,3,5,8,9,13,18,21,26,30,33,46,144,510,0,,1586,
1569,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1571.972,785987,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,512,0,,1592,
1575,112,"B1,4,5,8,10,13,18,23,28,30,35,42,143(SFLP_co_onset)",SFLP_co_onset,1578.858,789430,2,0,1,1,4,5,8,10,13,18,23,28,30,35,42,143,514,0,,1598,
1581,22,"B1,3,6,8,9,14,18,22,26,32,34,48,144(AFHR_co_onset)",AFHR_co_onset,1585.646,792824,2,0,1,1,3,6,8,9,14,18,22,26,32,34,48,144,516,0,,1604,
1587,102,"B1,4,6,8,10,14,18,24,28,32,36,44,144(SFHR_co_onset)",SFHR_co_onset,1592.136,796069,2,1,1,1,4,6,8,10,14,18,24,28,32,36,44,144,518,0,,1610,
1593,142,"B1,4,6,7,10,14,17,24,27,31,36,43,144(SMHR_co_onset)",SMHR_co_onset,1598.962,799482,2,0,1,1,4,6,7,10,14,17,24,27,31,36,43,144,520,0,,1616,
1599,132,"B1,4,5,7,10,13,17,23,27,29,35,41,144(SMHP_co_onset)",SMHP_co_onset,1605.386,802694,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,144,522,0,,1622,
1605,62,"B1,3,6,7,9,14,17,22,25,31,34,47,144(AMHR_co_onset)",AMHR_co_onset,1612.214,806108,2,0,1,1,3,6,7,9,14,17,22,25,31,34,47,144,524,0,,1628,
1611,152,"B1,4,5,7,10,13,17,23,27,29,35,41,143(SMLP_co_onset)",SMLP_co_onset,1618.312,809157,2,0,1,1,4,5,7,10,13,17,23,27,29,35,41,143,526,0,,1634,
